,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,target
10072,30,0,136832,11,5,0,11,0,0,1,0,0,40,0, <=50K.
10073,54,3,151135,7,13,1,6,1,0,1,0,0,40,0, >50K.
10074,17,0,95875,11,5,0,11,0,0,1,0,0,12,0, <=50K.
10075,39,0,360494,1,9,0,10,2,0,1,0,0,40,0, <=50K.
10077,53,0,98659,11,5,1,4,1,0,1,0,0,44,0, <=50K.
10078,45,0,252242,12,16,4,8,2,0,1,99999,0,55,0, >50K.
10079,24,0,411238,3,10,1,5,4,1,0,0,0,40,0, <=50K.
10080,47,2,199083,8,14,4,10,2,0,1,0,2258,50,0, >50K.
10081,38,0,222573,1,9,3,0,3,0,0,0,0,40,0, <=50K.
10082,44,0,245317,1,9,1,5,1,0,1,0,0,40,0, <=50K.
10083,45,0,216414,7,13,1,5,1,0,1,7688,0,50,0, >50K.
10084,32,0,236396,1,9,1,11,1,0,1,0,0,40,0, <=50K.
10085,24,0,311826,3,10,0,8,3,0,0,0,0,18,0, <=50K.
10086,38,0,172538,1,9,1,8,1,0,1,0,0,55,0, <=50K.
10087,38,0,43712,1,9,1,5,1,0,1,0,0,55,0, <=50K.
10088,33,0,272669,2,12,0,5,3,2,1,0,0,30,35, <=50K.
10089,50,0,137299,2,12,4,4,3,0,1,0,0,40,0, <=50K.
10090,40,0,171305,7,13,1,5,1,1,1,0,0,60,0, >50K.
10091,33,1,190027,1,9,4,2,0,1,0,0,0,40,0, <=50K.
10092,20,0,376416,1,9,0,8,0,0,1,0,0,40,0, <=50K.
10093,17,1,236831,13,8,0,5,0,1,0,0,0,15,0, <=50K.
10094,27,0,170148,7,13,0,7,0,0,0,0,0,28,0, <=50K.
10095,66,0,366425,1,9,1,2,1,0,1,0,0,40,0, <=50K.
10096,53,0,95864,12,16,1,3,1,0,1,15024,0,50,20, >50K.
10097,71,0,37435,7,13,4,5,2,0,0,0,0,3,0, <=50K.
10098,39,2,151835,4,6,1,4,1,0,1,0,0,40,0, <=50K.
10099,36,0,149419,3,10,4,5,2,0,1,0,0,55,0, <=50K.
10101,56,0,359972,8,14,1,6,1,0,1,0,0,60,20, >50K.
10102,60,0,23063,6,4,1,8,1,0,1,0,0,40,0, <=50K.
10103,43,0,198282,1,9,1,4,1,0,1,0,0,40,0, >50K.
10104,46,5,211020,7,13,1,6,1,0,1,15024,0,60,6, >50K.
10105,42,0,104196,1,9,0,11,5,0,1,0,0,40,0, <=50K.
10106,56,0,133819,1,9,4,3,2,0,0,0,0,40,0, <=50K.
10107,31,0,328734,1,9,0,5,3,0,0,0,2238,40,0, <=50K.
10108,34,2,41210,1,9,1,1,1,0,1,0,0,60,0, <=50K.
10109,38,0,225399,1,9,1,10,1,0,1,0,0,40,0, <=50K.
10111,32,1,43959,7,13,1,3,1,0,1,0,0,40,0, >50K.
10112,44,0,83827,1,9,4,6,2,0,0,0,0,50,0, <=50K.
10113,24,0,157332,10,11,4,7,2,0,0,0,0,40,0, <=50K.
10114,48,0,163706,7,13,1,6,1,0,1,15024,0,70,0, >50K.
10115,43,0,211517,3,10,0,5,2,0,1,0,1669,45,0, <=50K.
10117,39,2,192626,1,9,3,1,2,0,1,0,0,50,0, <=50K.
10118,55,0,115439,3,10,1,3,1,0,1,0,0,40,0, >50K.
10119,27,0,98769,10,11,0,4,3,0,1,0,0,40,0, >50K.
10120,29,0,66473,3,10,0,1,3,0,1,0,0,50,0, <=50K.
10121,41,2,138077,8,14,1,6,4,0,0,0,0,10,0, >50K.
10122,30,1,339388,3,10,1,7,1,0,1,0,0,72,0, >50K.
10123,28,0,195520,10,11,0,5,5,0,1,0,0,40,5, <=50K.
10124,68,0,204680,1,9,1,6,1,0,1,0,0,37,0, <=50K.
10125,55,0,184948,1,9,1,6,1,0,1,0,0,40,0, <=50K.
10126,37,0,356231,4,6,1,0,1,1,1,0,2129,65,0, <=50K.
10127,55,0,204334,5,15,1,6,1,0,1,0,1977,55,20, >50K.
10128,60,5,96660,1,9,1,5,4,0,0,0,0,8,0, >50K.
10129,44,0,184871,8,14,1,3,1,0,1,0,0,40,0, <=50K.
10130,45,0,298950,1,9,1,0,1,0,1,0,0,40,0, <=50K.
10131,37,0,238802,1,9,4,7,2,0,1,0,0,40,0, <=50K.
10133,47,0,183186,7,13,1,6,1,0,1,0,0,60,0, >50K.
10134,18,0,34125,0,7,0,2,0,0,0,0,0,10,0, <=50K.
10135,23,0,158996,3,10,1,11,1,0,1,0,0,38,0, <=50K.
10136,35,1,203883,3,10,4,7,3,0,0,0,0,40,0, <=50K.
10137,61,5,248160,4,6,1,6,1,0,1,7688,0,40,0, >50K.
10138,54,0,548361,3,10,1,8,1,0,1,0,0,98,0, <=50K.
10139,21,0,203914,1,9,1,5,4,0,0,0,0,19,0, <=50K.
10140,53,4,91121,8,14,0,5,2,0,0,0,0,40,0, <=50K.
10141,46,2,139397,4,6,3,6,3,0,0,0,0,15,32, <=50K.
10142,56,0,208640,8,14,1,6,1,0,1,0,0,40,0, >50K.
10143,46,0,183013,7,13,4,4,2,0,1,0,0,50,0, <=50K.
10144,36,0,161141,1,9,1,0,1,0,1,0,0,40,0, <=50K.
10145,54,0,343333,7,13,2,5,2,0,0,0,0,80,0, >50K.
10146,35,4,210866,1,9,1,2,1,0,1,0,0,40,0, <=50K.
10147,26,0,359854,7,13,0,9,5,0,0,0,0,35,3, <=50K.
10148,49,5,235646,1,9,0,4,2,0,1,0,0,47,0, <=50K.
10149,60,2,157588,1,9,4,5,3,0,0,0,0,99,0, <=50K.
10151,21,0,212213,2,12,0,5,2,1,0,0,0,40,0, <=50K.
10152,38,0,248941,3,10,1,7,1,0,1,0,0,40,0, >50K.
10153,41,1,291831,8,14,1,3,1,0,1,0,0,35,0, <=50K.
10154,43,4,114191,3,10,1,13,1,2,1,0,0,40,0, <=50K.
10155,54,5,151580,7,13,1,7,1,0,1,0,0,40,0, >50K.
10157,20,0,139989,3,10,0,5,0,1,1,0,0,40,0, <=50K.
10158,35,0,187167,3,10,4,5,2,0,0,0,0,50,0, <=50K.
10159,24,0,299528,3,10,0,8,2,2,0,0,0,50,22, <=50K.
10160,41,0,226608,14,2,1,0,1,0,1,0,0,40,3, <=50K.
10161,36,0,306361,1,9,0,2,3,1,1,0,0,40,0, <=50K.
10162,40,2,213416,9,3,1,1,1,0,1,0,0,10,3, <=50K.
10163,23,0,85139,1,9,0,5,2,0,0,0,0,40,0, <=50K.
10164,37,0,48779,1,9,0,6,2,0,1,0,0,50,0, <=50K.
10165,71,5,146365,3,10,2,6,2,0,0,0,0,24,0, <=50K.
10166,36,0,355856,9,3,0,2,2,2,1,0,0,40,26, <=50K.
10167,51,0,39264,3,10,1,6,4,0,0,0,0,40,0, >50K.
10168,30,0,117028,1,9,0,6,2,0,1,0,0,50,0, <=50K.
10169,40,0,266631,1,9,1,4,1,1,1,0,0,40,9, <=50K.
10170,26,0,152263,1,9,0,5,0,0,0,0,0,45,0, <=50K.
10171,49,0,387074,3,10,1,8,1,0,1,0,0,40,0, <=50K.
10172,30,0,245211,1,9,1,0,1,0,1,0,2002,43,0, <=50K.
10173,48,0,136455,3,10,4,8,2,0,0,0,0,16,0, <=50K.
10174,53,4,153486,7,13,1,7,1,0,1,0,0,40,0, >50K.
10175,31,0,105479,7,13,1,8,1,0,1,0,0,50,0, >50K.
10176,40,0,409902,1,9,0,0,0,1,0,0,0,40,0, <=50K.
10178,38,0,89202,1,9,4,4,2,0,1,0,0,40,0, <=50K.
10180,34,0,157024,4,6,0,2,3,1,0,0,0,20,0, <=50K.
10181,53,0,230936,7,13,1,8,1,0,1,0,0,40,0, >50K.
10182,21,0,57298,3,10,0,8,0,0,0,0,0,35,0, <=50K.
10183,26,0,82488,8,14,0,3,0,2,0,0,0,40,7, >50K.
10184,29,0,606111,7,13,4,6,2,0,0,0,0,40,0, <=50K.
10185,44,0,235182,3,10,1,4,1,0,1,0,0,50,0, >50K.
10186,22,0,150336,3,10,4,7,5,0,0,0,0,40,0, <=50K.
10187,43,3,145175,7,13,1,5,1,0,1,0,0,42,0, >50K.
10188,39,0,186719,3,10,3,4,3,0,0,0,0,25,0, <=50K.
10189,38,1,325538,1,9,4,4,2,0,1,0,0,40,0, <=50K.
10190,67,0,192995,1,9,2,6,2,0,0,0,0,35,0, <=50K.
10191,31,0,103596,1,9,1,10,1,0,1,0,0,65,0, <=50K.
10192,30,0,207172,0,7,0,13,2,0,0,0,0,35,0, <=50K.
10193,53,2,237729,1,9,1,3,4,0,0,3411,0,65,0, <=50K.
10194,44,0,121718,7,13,1,6,1,0,1,15024,0,48,0, >50K.
10195,43,0,196344,9,3,1,2,1,0,1,0,0,40,3, <=50K.
10196,22,0,100235,1,9,0,11,0,0,1,0,0,40,0, <=50K.
10197,31,0,161153,1,9,1,0,1,0,1,0,0,45,0, <=50K.
10198,44,0,303619,0,7,4,4,2,0,1,0,0,40,0, <=50K.
10199,88,2,141646,6,4,2,1,2,0,1,0,0,5,0, <=50K.
10200,21,0,293726,1,9,0,8,2,0,1,0,0,60,0, <=50K.
10202,35,1,91124,7,13,0,6,2,0,1,0,0,40,0, <=50K.
10203,30,0,318912,7,13,0,2,0,1,1,0,0,55,0, <=50K.
10204,48,0,355978,1,9,1,7,1,0,1,0,0,40,0, <=50K.
10206,64,0,183672,10,11,1,5,1,0,1,0,0,50,0, <=50K.
10208,44,0,146659,12,16,1,3,1,0,1,0,0,50,0, <=50K.
10209,18,0,294720,0,7,0,2,0,0,1,0,0,12,0, <=50K.
10210,34,0,284629,1,9,1,0,1,0,1,0,0,40,0, <=50K.
10211,29,1,128091,1,9,0,10,3,0,0,0,0,40,0, <=50K.
10212,23,0,153643,1,9,0,0,5,1,1,0,0,40,0, <=50K.
10213,36,5,173968,3,10,1,6,1,0,1,0,0,40,0, >50K.
10215,34,0,303177,4,6,1,10,1,0,1,0,0,45,3, <=50K.
10216,27,2,189030,7,13,0,8,2,0,1,0,0,40,0, <=50K.
10217,57,1,261584,3,10,3,2,2,1,0,0,0,40,0, <=50K.
10218,24,0,131230,1,9,0,5,2,0,1,0,0,40,0, <=50K.
10219,54,0,138852,3,10,1,5,1,0,1,0,0,60,0, <=50K.
10220,18,0,137532,3,10,0,8,0,0,0,0,0,20,0, <=50K.
10221,25,0,67222,3,10,0,0,2,2,1,0,0,40,7, <=50K.
10222,28,0,278736,3,10,1,0,1,0,1,0,0,40,3, <=50K.
10223,87,0,143574,1,9,5,8,2,0,1,0,0,16,0, <=50K.
10224,54,0,283725,8,14,4,8,2,0,0,0,0,40,0, <=50K.
10225,21,0,131404,1,9,0,2,5,0,1,0,0,25,0, <=50K.
10226,43,0,185015,9,3,5,9,5,0,0,0,0,40,10, <=50K.
10227,43,3,47902,1,9,1,5,1,0,1,3908,0,40,0, <=50K.
10228,38,0,272017,1,9,0,0,2,0,1,0,0,40,0, <=50K.
10229,46,0,224559,1,9,1,4,1,1,1,0,0,35,0, <=50K.
10230,65,0,138247,3,10,2,8,2,0,0,0,0,22,0, <=50K.
10231,39,0,365465,1,9,1,4,1,0,1,0,0,40,0, <=50K.
10232,60,2,69887,3,10,1,1,1,0,1,0,0,50,0, >50K.
10233,30,0,203488,7,13,0,8,2,0,1,0,0,60,0, <=50K.
10234,39,0,57691,1,9,1,11,1,0,1,7298,0,40,0, >50K.
10235,35,0,193815,7,13,1,3,1,0,1,0,1977,48,0, >50K.
10236,31,2,37284,3,10,1,1,1,0,1,0,0,40,0, <=50K.
10237,39,0,317434,1,9,0,6,0,0,1,0,0,40,0, <=50K.
10238,33,0,198613,1,9,1,4,1,0,1,0,0,40,0, <=50K.
10239,27,0,126060,5,15,0,3,5,0,0,0,0,40,0, <=50K.
10240,31,0,187560,3,10,1,5,1,0,1,0,0,40,0, <=50K.
10242,40,4,52498,2,12,4,5,3,0,0,0,0,40,0, <=50K.
10243,58,3,256466,8,14,1,7,1,2,1,7688,0,40,26, >50K.
10244,37,1,215618,10,11,1,13,1,0,1,0,0,80,0, >50K.
10245,39,0,150057,4,6,3,0,0,0,1,0,0,40,0, <=50K.
10246,30,0,213714,3,10,0,6,2,0,0,0,0,40,0, <=50K.
10247,20,0,173095,3,10,0,8,0,0,0,0,0,4,0, <=50K.
10249,30,0,277488,1,9,1,4,1,0,1,0,0,60,0, <=50K.
10250,39,0,240468,1,9,0,6,2,0,1,0,0,42,0, <=50K.
10251,43,0,197609,3,10,4,2,2,0,0,0,0,30,0, <=50K.
10252,25,0,72294,1,9,0,5,0,0,0,0,0,40,0, <=50K.
10253,42,0,219155,10,11,1,4,1,0,1,0,0,45,0, >50K.
10254,38,0,130277,3,10,4,7,3,0,0,0,1726,40,0, <=50K.
10255,67,0,100718,1,9,1,11,1,0,1,0,0,30,0, <=50K.
10256,57,0,151474,1,9,4,11,5,0,0,0,0,40,0, <=50K.
10257,21,0,209955,3,10,0,4,0,0,1,0,0,20,0, <=50K.
10258,35,0,23892,1,9,1,6,4,0,0,0,0,40,0, >50K.
10259,40,0,206927,1,9,1,4,1,0,1,0,1887,40,0, >50K.
10260,35,0,60135,4,6,1,2,4,0,0,0,0,40,0, <=50K.
10262,19,0,229516,6,4,0,0,5,0,1,0,0,40,0, <=50K.
10263,36,2,127740,1,9,1,6,1,0,1,0,0,99,0, <=50K.
10264,39,4,252662,12,16,0,3,2,0,1,0,2824,50,0, >50K.
10267,32,0,160594,7,13,0,8,2,0,1,0,1564,50,0, >50K.
10268,32,1,393376,7,13,0,13,2,0,0,0,0,48,0, <=50K.
10269,51,3,321494,1,9,0,2,2,0,1,0,0,40,0, <=50K.
10271,38,0,331395,7,13,1,8,1,0,1,0,0,38,0, <=50K.
10273,52,0,178596,8,14,1,4,1,0,1,0,0,45,0, >50K.
10274,21,0,198996,3,10,0,0,0,0,0,0,0,30,0, <=50K.
10275,33,0,222654,1,9,4,4,5,0,1,0,0,40,0, <=50K.
10276,18,0,293510,13,8,0,11,5,0,1,0,0,20,0, <=50K.
10277,32,2,176185,7,13,1,7,1,0,1,7298,0,40,15, >50K.
10278,28,0,370509,1,9,1,4,1,0,1,0,0,44,0, >50K.
10279,45,0,167381,1,9,4,8,3,0,0,0,0,32,0, <=50K.
10280,21,0,300445,1,9,0,2,0,1,0,0,0,40,0, <=50K.
10281,24,0,339602,3,10,0,5,2,0,0,0,0,40,0, <=50K.
10282,53,0,329222,7,13,1,4,1,2,1,0,1740,40,19, <=50K.
10283,54,2,183668,9,3,1,1,1,0,1,0,0,55,0, <=50K.
10284,28,0,30014,3,10,0,5,2,0,0,0,0,40,0, <=50K.
10286,23,0,33021,1,9,1,0,1,0,1,0,0,40,0, <=50K.
10287,33,4,295662,7,13,0,5,3,0,0,0,0,40,0, <=50K.
10288,45,0,183168,3,10,1,7,4,0,0,0,0,40,0, <=50K.
10289,47,2,148738,6,4,1,1,1,0,1,0,0,72,0, >50K.
10290,35,0,214738,1,9,1,4,1,0,1,0,0,48,0, <=50K.
10291,20,0,196758,2,12,0,8,0,0,0,0,0,20,0, <=50K.
10292,35,3,105527,1,9,4,6,3,0,0,0,0,40,0, <=50K.
10293,50,0,221495,7,13,1,8,1,0,1,0,0,40,0, <=50K.
10294,40,0,211938,4,6,0,10,2,0,1,0,0,40,0, <=50K.
10295,50,0,209320,4,6,1,1,1,0,1,0,0,32,0, <=50K.
10296,33,0,298785,11,5,4,4,2,0,1,0,0,50,0, <=50K.
10297,37,0,459192,7,13,0,8,2,0,0,0,0,44,0, <=50K.
10298,37,0,342642,3,10,1,4,1,0,1,0,0,40,0, >50K.
10299,25,2,46015,1,9,1,8,1,0,1,0,0,50,0, <=50K.
10300,17,0,219199,4,6,0,2,0,1,1,0,0,15,0, <=50K.
10301,49,2,285858,1,9,1,6,1,0,1,0,0,50,0, <=50K.
10302,66,0,592029,1,9,2,8,2,1,0,0,0,24,0, <=50K.
10303,24,0,132247,1,9,1,2,4,0,0,0,0,24,0, <=50K.
10304,50,0,330543,15,1,1,2,1,0,1,0,0,40,3, <=50K.
10305,56,0,176613,7,13,4,3,2,2,0,0,0,40,7, <=50K.
10306,68,0,174895,1,9,1,2,1,0,1,0,0,40,0, <=50K.
10307,65,0,200408,1,9,4,5,2,0,0,0,0,40,0, <=50K.
10308,67,0,219687,3,10,2,8,2,0,1,0,0,18,0, <=50K.
10309,17,0,174466,0,7,0,2,0,0,1,0,0,18,0, <=50K.
10310,27,0,339921,3,10,0,2,2,0,1,0,0,38,3, <=50K.
10311,47,1,330080,0,7,5,4,2,1,1,0,0,40,0, <=50K.
10312,40,0,151504,1,9,1,10,1,0,1,0,0,50,0, <=50K.
10313,39,4,275300,1,9,1,4,1,0,1,0,0,40,3, <=50K.
10314,36,0,178322,1,9,4,10,3,0,1,0,0,40,0, <=50K.
10315,49,4,209482,1,9,2,6,2,0,0,0,0,40,0, <=50K.
10316,59,0,157831,1,9,4,5,2,0,0,0,0,16,0, <=50K.
10317,46,0,224314,7,13,2,6,3,0,0,0,0,20,0, <=50K.
10319,42,2,114580,8,14,4,6,3,0,0,0,0,70,0, <=50K.
10320,46,5,321764,5,15,1,3,1,0,1,0,0,50,0, >50K.
10321,41,0,197907,1,9,0,7,2,1,0,0,0,40,0, <=50K.
10322,20,4,199884,3,10,0,2,0,0,0,0,0,10,0, <=50K.
10323,30,0,332975,0,7,1,0,1,0,1,0,0,55,0, <=50K.
10324,29,0,37599,3,10,4,5,2,0,1,0,0,36,0, <=50K.
10325,28,0,52199,7,13,0,2,2,0,1,0,0,50,0, <=50K.
10326,61,2,45795,1,9,1,5,4,0,0,0,0,36,0, <=50K.
10327,30,0,154120,7,13,1,6,1,0,1,0,1977,60,0, >50K.
10328,27,0,217530,3,10,0,7,0,0,1,0,0,40,10, <=50K.
10329,58,2,426263,3,10,1,3,1,0,1,0,0,32,0, <=50K.
10330,37,0,406664,6,4,1,4,1,0,1,0,0,45,3, <=50K.
10331,24,0,269799,10,11,0,6,2,0,1,0,0,40,0, <=50K.
10332,48,0,127738,11,5,4,10,2,0,1,0,0,40,0, <=50K.
10334,47,0,138999,11,5,1,4,1,0,1,4386,0,48,0, >50K.
10335,33,0,152744,3,10,0,6,0,2,0,0,0,40,0, <=50K.
10336,26,0,155459,7,13,0,13,5,0,1,0,0,45,0, <=50K.
10337,43,0,222596,7,13,1,6,1,0,1,15024,0,50,0, >50K.
10338,29,0,209173,2,12,0,8,2,0,1,0,0,40,0, <=50K.
10339,33,0,513977,3,10,1,7,1,1,1,0,0,40,0, <=50K.
10340,45,0,186410,1,9,1,10,1,0,1,0,0,40,0, >50K.
10341,44,0,230684,1,9,1,3,1,0,1,0,0,40,0, <=50K.
10342,44,0,136986,3,10,4,5,2,0,1,0,0,40,0, <=50K.
10343,34,4,647591,1,9,0,2,2,1,0,0,0,40,0, <=50K.
10344,25,0,264300,10,11,0,3,0,0,0,0,0,36,0, <=50K.
10346,33,0,187802,7,13,1,5,4,0,0,0,1887,40,0, >50K.
10347,45,5,270079,7,13,1,6,1,0,1,0,0,50,0, >50K.
10348,58,0,141379,1,9,4,5,2,0,0,0,0,42,0, <=50K.
10349,18,0,176653,1,9,0,11,0,0,1,0,0,26,0, <=50K.
10350,35,0,176900,10,11,4,4,2,0,1,0,0,40,0, <=50K.
10351,55,0,200217,4,6,1,4,1,0,1,0,0,40,0, >50K.
10352,43,0,188331,0,7,3,8,3,0,0,0,0,40,0, <=50K.
10353,36,0,158363,13,8,1,0,1,0,1,0,0,40,0, <=50K.
10354,42,2,247422,7,13,1,6,1,0,1,0,0,45,0, >50K.
10356,20,1,37932,3,10,0,11,2,0,1,0,0,40,0, <=50K.
10357,27,2,32280,1,9,1,1,1,0,1,0,0,40,0, <=50K.
10358,23,0,197286,3,10,0,8,0,0,0,0,0,8,0, <=50K.
10359,55,0,228595,9,3,1,2,1,0,1,0,0,40,0, <=50K.
10360,51,0,81534,0,7,0,2,5,2,1,0,0,35,0, <=50K.
10361,17,0,165457,4,6,0,2,0,0,1,0,0,16,0, <=50K.
10362,28,0,209109,1,9,0,4,0,0,1,0,0,50,0, <=50K.
10365,61,2,185640,1,9,1,6,1,0,1,0,0,30,0, >50K.
10366,19,0,400195,1,9,0,2,0,0,1,0,0,20,0, <=50K.
10367,28,0,267912,3,10,3,5,2,0,1,0,0,40,0, <=50K.
10368,39,0,370032,8,14,1,3,1,0,1,0,0,45,0, <=50K.
10369,34,0,191957,1,9,1,5,1,1,1,0,0,40,0, >50K.
10370,53,0,361405,1,9,1,3,1,0,1,0,0,40,0, >50K.
10371,54,0,103580,7,13,4,3,2,0,0,0,0,40,0, <=50K.
10372,44,0,116632,7,13,1,6,1,0,1,0,0,35,0, >50K.
10373,34,0,185480,2,12,0,5,0,0,0,0,0,40,0, <=50K.
10374,41,0,94113,1,9,1,4,1,0,1,99999,0,60,0, >50K.
10375,26,2,75654,1,9,1,6,1,0,1,0,0,40,36, <=50K.
10376,38,0,104727,8,14,0,5,2,0,0,0,0,40,0, <=50K.
10377,28,0,302406,5,15,0,3,2,0,1,0,0,45,0, <=50K.
10378,63,0,116993,1,9,1,0,1,0,1,0,0,40,0, >50K.
10379,51,0,274528,3,10,1,8,1,0,1,0,0,40,0, <=50K.
10380,53,3,218382,2,12,1,5,4,1,0,0,0,40,0, >50K.
10381,35,3,170425,2,12,4,3,3,1,0,0,0,40,0, <=50K.
10382,49,5,148437,7,13,0,8,2,0,1,0,0,60,0, <=50K.
10383,43,0,24264,3,10,1,3,1,0,1,0,0,40,0, >50K.
10384,50,4,78923,1,9,1,4,1,0,1,0,1485,40,0, >50K.
10385,49,5,106169,3,10,4,8,2,0,0,0,0,40,0, <=50K.
10386,43,1,211860,1,9,1,4,1,0,1,0,0,40,0, >50K.
10387,49,0,250821,5,15,0,1,5,0,1,0,0,48,0, <=50K.
10388,29,0,202558,10,11,1,7,5,0,0,0,0,40,0, <=50K.
10389,30,0,96480,10,11,0,5,0,0,0,0,0,32,0, <=50K.
10390,32,0,215912,1,9,1,2,4,1,0,0,0,40,0, <=50K.
10391,51,5,182211,3,10,4,8,0,0,0,0,0,70,0, <=50K.
10392,33,3,206392,1,9,1,3,1,0,1,0,0,40,0, <=50K.
10393,38,0,150057,7,13,4,8,0,0,1,0,0,50,0, <=50K.
10394,38,5,105044,1,9,4,4,2,0,1,0,0,40,0, <=50K.
10395,45,0,168195,1,9,1,10,1,0,1,0,0,42,0, <=50K.
10396,18,3,54377,1,9,0,11,0,0,1,0,0,50,0, <=50K.
10397,69,2,118174,2,12,1,8,1,0,1,20051,0,15,0, >50K.
10398,54,0,229375,3,10,2,8,3,0,0,0,0,40,0, <=50K.
10399,44,3,109414,7,13,1,5,1,2,1,0,1977,40,7, >50K.
10400,40,0,158275,1,9,4,5,3,1,0,0,625,40,0, <=50K.
10401,40,0,32185,1,9,0,11,0,0,1,0,0,44,0, <=50K.
10402,20,0,228452,3,10,0,8,2,0,1,0,0,50,0, <=50K.
10403,36,0,170174,1,9,1,4,1,0,1,15024,0,56,0, >50K.
10404,39,0,162370,7,13,1,6,1,0,1,0,0,40,0, >50K.
10405,18,0,260253,0,7,0,2,0,0,1,0,0,40,0, <=50K.
10406,42,0,252392,1,9,1,10,1,0,1,0,0,40,0, <=50K.
10407,27,0,99897,3,10,1,4,1,0,1,0,0,50,0, <=50K.
10409,38,0,48093,1,9,1,0,1,0,1,0,0,40,0, <=50K.
10410,24,0,275244,3,10,0,6,2,1,1,0,0,35,0, <=50K.
10411,41,0,173316,1,9,1,0,1,0,1,0,0,40,0, <=50K.
10412,20,0,162164,3,10,0,9,0,0,0,0,0,45,0, <=50K.
10413,62,0,166425,0,7,4,0,2,1,0,0,0,40,0, <=50K.
10414,31,0,203463,8,14,0,6,2,0,0,99999,0,40,0, >50K.
10415,35,0,77792,1,9,1,6,1,0,1,0,0,45,0, >50K.
10416,58,5,120384,1,9,1,6,1,0,1,0,0,40,0, >50K.
10417,20,0,257470,3,10,0,8,0,1,0,0,0,20,0, <=50K.
10418,38,0,171482,1,9,1,4,1,0,1,0,1672,50,0, <=50K.
10419,29,0,162298,7,13,1,8,1,0,1,0,0,55,0, >50K.
10420,21,0,170273,3,10,0,3,0,1,0,0,0,40,0, <=50K.
10421,27,0,384774,6,4,4,7,2,0,0,0,0,50,0, <=50K.
10422,48,4,120131,7,13,4,3,2,0,1,0,0,40,0, <=50K.
10423,34,0,159442,1,9,0,3,2,0,0,0,0,37,5, >50K.
10424,33,0,303942,11,5,1,0,1,0,1,0,0,40,0, <=50K.
10425,29,0,33436,1,9,0,8,3,0,0,0,0,42,0, <=50K.
10426,45,0,193407,10,11,4,8,2,0,0,0,0,44,0, <=50K.
10427,22,0,51985,3,10,0,2,0,0,1,1055,0,15,0, <=50K.
10428,31,1,127651,3,10,1,2,1,0,1,0,0,40,0, <=50K.
10429,25,0,152246,3,10,0,11,0,2,1,0,0,40,38, <=50K.
10430,59,0,124137,1,9,4,8,2,0,1,2202,0,40,0, <=50K.
10432,18,0,241552,0,7,0,2,0,0,0,0,1719,20,0, <=50K.
10433,42,0,174295,6,4,1,11,1,0,1,0,0,99,0, <=50K.
10434,42,2,165815,7,13,1,3,1,0,1,0,0,52,0, >50K.
10435,26,1,566066,7,13,0,13,3,1,0,0,0,40,0, <=50K.
10437,20,0,143604,1,9,0,2,0,0,0,0,0,40,0, <=50K.
10438,18,1,294605,3,10,0,6,0,0,1,0,0,12,0, <=50K.
10439,44,0,122381,3,10,1,2,1,0,1,0,0,40,0, <=50K.
10440,76,1,104443,1,9,2,2,2,0,0,0,1668,40,0, <=50K.
10441,34,0,208116,1,9,0,2,2,1,0,0,0,25,0, <=50K.
10442,60,5,328011,3,10,1,4,1,0,1,0,0,20,0, <=50K.
10443,19,0,375079,3,10,0,2,0,0,1,0,0,35,0, <=50K.
10444,35,0,210945,1,9,1,7,1,0,1,7298,0,38,0, >50K.
10445,26,0,169100,1,9,4,0,2,0,1,0,0,40,0, <=50K.
10446,41,0,30126,7,13,4,6,2,0,0,0,0,45,0, >50K.
10447,29,0,165737,7,13,0,3,2,2,1,0,0,1,15, <=50K.
10448,24,0,200295,3,10,0,2,2,0,1,0,0,35,0, <=50K.
10449,39,0,553588,1,9,1,4,1,0,1,0,1848,40,0, >50K.
10450,58,1,164970,1,9,4,5,2,1,1,0,0,40,0, <=50K.
10451,40,0,199031,1,9,1,0,1,0,1,0,0,40,3, <=50K.
10452,29,0,187750,2,12,1,7,1,0,1,0,0,40,0, >50K.
10453,44,2,89413,7,13,1,1,1,0,1,0,0,50,0, <=50K.
10454,27,0,188171,1,9,0,11,0,0,1,0,0,40,0, <=50K.
10455,52,5,392502,7,13,1,6,1,0,1,0,0,60,0, <=50K.
10456,40,3,73883,1,9,1,8,1,0,1,0,0,40,0, <=50K.
10457,59,5,76860,9,3,1,6,1,2,1,99999,0,40,26, >50K.
10458,19,0,376683,1,9,0,8,0,1,0,0,0,35,0, <=50K.
10459,23,0,189013,3,10,0,5,0,0,0,0,0,37,0, <=50K.
10460,32,0,190385,10,11,4,5,3,0,0,0,0,35,0, <=50K.
10461,34,0,154874,10,11,1,8,1,0,1,0,0,40,0, <=50K.
10462,62,0,175032,1,9,1,5,1,0,1,0,0,42,0, <=50K.
10463,68,2,338432,1,9,1,1,1,0,1,0,0,50,0, <=50K.
10464,64,0,30725,1,9,1,4,1,0,1,0,0,50,0, <=50K.
10465,33,1,319280,3,10,0,7,2,0,1,0,0,40,0, <=50K.
10466,64,0,280957,3,10,1,2,1,0,1,0,0,20,0, <=50K.
10467,42,0,256813,3,10,0,6,2,0,1,0,0,40,0, >50K.
10468,60,0,276213,3,10,4,6,2,0,0,0,0,40,0, <=50K.
